Gene_Name,ENSEMBLID,Name_HUMAN,Drug_Name,Affinity,Class
MST1R,ENSP00000296474,RON_HUMAN,imatinib,5.556998127000001,0
AURKA,ENSP00000216911,AURKA_HUMAN,dovitinib,5.556734362,0
GAK,ENSP00000314499,GAK_HUMAN,tozasertib,5.556576947999999,0
HIPK2,ENSP00000385571,HIPK2_HUMAN,bosutinib,5.556098635,0
STK33,ENSP00000416750,STK33_HUMAN,dovitinib,5.55569951,0
VRK1,ENSP00000216639,VRK1_HUMAN,fascaplysin,5.55556254,0
TAOK2,ENSP00000310094,TAOK2_HUMAN,cediranib,5.555071127000001,0
CAMKK1,ENSP00000158166,KKCC1_HUMAN,bosutinib,5.554913142,0
FLT3,ENSP00000241453,FLT3_HUMAN,torin1,5.554509827,0
TNNI3K,ENSP00000322251,TNI3K_HUMAN,vandetanib,5.552841969,0
CDKL5,ENSP00000369325,CDKL5_HUMAN,tozasertib,5.552841969,0
MYO3A,ENSP00000265944,MYO3A_HUMAN,foretinib,5.552841969,0
MET,ENSP00000317272,MET_HUMAN,enzastaurin,5.552841969,0
EIF2AK2,ENSP00000233057,E2AK2_HUMAN,dovitinib,5.552841969,0
CSNK2A2,ENSP00000262506,CSK22_HUMAN,foretinib,5.552841969,0
CSNK1E,ENSP00000380044,KC1E_HUMAN,cediranib,5.552841969,0
CSF1R,ENSP00000286301,CSF1R_HUMAN,alvocidib,5.552841969,0
RIPK1,ENSP00000259808,RIPK1_HUMAN,linifanib,5.552841969,0
CAMK2D,ENSP00000339740,KCC2D_HUMAN,enzastaurin,5.552841969,0
MAPK15,ENSP00000337691,MK15_HUMAN,linifanib,5.552841969,0
CSK,ENSP00000220003,CSK_HUMAN,axitinib,5.552815448,0
MAPK10,ENSP00000352157,MK10_HUMAN,axitinib,5.552815448,0
AAK1,ENSP00000386456,AAK1_HUMAN,bosutinib,5.5526952220000005,0
RAF1,ENSP00000251849,RAF1_HUMAN,axitinib,5.5525244570000005,0
MAP3K8,ENSP00000263056,M3K8_HUMAN,fascaplysin,5.552115521,0
TEC,ENSP00000370912,TEC_HUMAN,bosutinib,5.549717758,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,vemurafenib,5.549671922000001,0
AURKA,ENSP00000216911,AURKA_HUMAN,cediranib,5.547681012999999,0
PAK4,ENSP00000469413,PAK4_HUMAN,ruxolitinib,5.5474250110000005,0
MYO3B,ENSP00000386213,MYO3B_HUMAN,nilotinib,5.545991367999999,0
STK38,ENSP00000229812,STK38_HUMAN,bosutinib,5.545387905,0
STK16,ENSP00000386928,STK16_HUMAN,bosutinib,5.543648287999999,0
BRSK2,ENSP00000371614,BRSK2_HUMAN,tozasertib,5.543557425,0
PLK4,ENSP00000270861,PLK4_HUMAN,barasertib,5.543233827000001,0
STK3,ENSP00000429744,STK3_HUMAN,tivozanib,5.541407765,0
MAP2K3,ENSP00000345083,MP2K3_HUMAN,sorafenib,5.541304355,0
EIF2AK2,ENSP00000233057,E2AK2_HUMAN,crizotinib,5.5405068570000005,0
SRPK1,ENSP00000362931,SRPK1_HUMAN,sunitinib,5.5401683010000005,0
TAOK2,ENSP00000310094,TAOK2_HUMAN,nilotinib,5.539762481,0
TAOK3,ENSP00000376317,TAOK3_HUMAN,dasatinib,5.539122371,0
FLT4,ENSP00000261937,VGFR3_HUMAN,erlotinib,5.5386328539999985,0
MAP3K7,ENSP00000358335,M3K7_HUMAN,alvocidib,5.537602002000001,0
CDK7,ENSP00000256443,CDK7_HUMAN,linifanib,5.537602002000001,0
TIE1,ENSP00000361554,TIE1_HUMAN,bosutinib,5.537602002000001,0
BMPR1B,ENSP00000401907,BMR1B_HUMAN,axitinib,5.537602002000001,0
BMP2K,ENSP00000334836,BMP2K_HUMAN,enzastaurin,5.537602002000001,0
RIPK2,ENSP00000220751,RIPK2_HUMAN,brivanib,5.537602002000001,0
GRK5,ENSP00000376609,GRK5_HUMAN,sunitinib,5.537314427,0
NEK6,ENSP00000362702,NEK6_HUMAN,bosutinib,5.536855697999999,0
CSNK1E,ENSP00000380044,KC1E_HUMAN,vandetanib,5.535120974,0
BRAF,ENSP00000288602,BRAF_HUMAN,cediranib,5.534662352000001,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,fascaplysin,5.534469265,0
MKNK2,ENSP00000250896,MKNK2_HUMAN,fascaplysin,5.533500205,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,nilotinib,5.532843207000001,0
CHEK2,ENSP00000372023,CHK2_HUMAN,dovitinib,5.532507457,0
BTK,ENSP00000483570,BTK_HUMAN,barasertib,5.53250106,0
DYRK2,ENSP00000342105,DYRK2_HUMAN,cediranib,5.532326256,0
ULK1,ENSP00000324560,ULK1_HUMAN,dasatinib,5.530875445,0
PRKAA1,ENSP00000346148,AAPK1_HUMAN,cediranib,5.530563598,0
ULK3,ENSP00000400312,ULK3_HUMAN,bosutinib,5.529341893,0
MAP2K6,ENSP00000468348,MP2K6_HUMAN,sunitinib,5.5290645289999985,0
TNK1,ENSP00000459799,TNK1_HUMAN,sorafenib,5.528995547999999,0
MYLK2,ENSP00000365162,MYLK2_HUMAN,axitinib,5.528631892000001,0
TSSK1B,ENSP00000375081,TSSK1_HUMAN,bosutinib,5.528327445,0
EPHB1,ENSP00000381097,EPHB1_HUMAN,linifanib,5.5277586639999985,0
PDK4,ENSP00000005178,PDK4_HUMAN,cediranib,5.526157907999999,0
CDK1,ENSP00000378699,CDK1_HUMAN,dasatinib,5.525779097999999,0
SIK2,ENSP00000305976,SIK2_HUMAN,torin1,5.524762889,0
TNK2,ENSP00000371341,ACK1_HUMAN,sunitinib,5.524612435,0
NTRK2,ENSP00000277120,NTRK2_HUMAN,barasertib,5.524514414,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,vandetanib,5.524185087999999,0
IKBKB,ENSP00000430684,IKKB_HUMAN,crizotinib,5.524003863,0
PRKAA1,ENSP00000346148,AAPK1_HUMAN,tivozanib,5.522878745,0
CDK17,ENSP00000261211,CDK17_HUMAN,dovitinib,5.522878745,0
CDK9,ENSP00000362361,CDK9_HUMAN,linifanib,5.522878745,0
EPHB6,ENSP00000481994,EPHB6_HUMAN,bosutinib,5.522878745,0
MYLK3,ENSP00000378288,MYLK3_HUMAN,foretinib,5.522878745,0
PRKAA2,ENSP00000360290,AAPK2_HUMAN,tivozanib,5.522878745,0
NEK1,ENSP00000424757,NEK1_HUMAN,dovitinib,5.5223594610000015,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,barasertib,5.51954633,0
CHEK1,ENSP00000388648,CHK1_HUMAN,axitinib,5.518847792000001,0
MAP2K1,ENSP00000302486,MP2K1_HUMAN,dasatinib,5.518766402000001,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,tozasertib,5.518702966,0
IKBKB,ENSP00000430684,IKKB_HUMAN,imatinib,5.517223938,0
NEK3,ENSP00000484443,NEK3_HUMAN,bosutinib,5.517033593,0
DMPK,ENSP00000345997,DMPK_HUMAN,alvocidib,5.5167562960000005,0
TLK2,ENSP00000316512,TLK2_HUMAN,dovitinib,5.516034546,0
TEK,ENSP00000369375,TIE2_HUMAN,bosutinib,5.5160297589999985,0
DDR2,ENSP00000356899,DDR2_HUMAN,bosutinib,5.514983783,0
DCLK3,ENSP00000394484,DCLK3_HUMAN,sunitinib,5.5142821039999985,0
ABL1,ENSP00000361423,ABL1_HUMAN,vemurafenib,5.51419827,0
ERBB2,ENSP00000269571,ERBB2_HUMAN,vandetanib,5.513992544,0
EPHA8,ENSP00000166244,EPHA8_HUMAN,gefitinib,5.513366794,0
NTRK3,ENSP00000354207,NTRK3_HUMAN,dasatinib,5.513319624,0
KDR,ENSP00000263923,VGFR2_HUMAN,erlotinib,5.512827289,0
SYK,ENSP00000364907,KSYK_HUMAN,dovitinib,5.512583352999999,0
PLK4,ENSP00000270861,PLK4_HUMAN,linifanib,5.512414056,0
ACVR1B,ENSP00000442656,ACV1B_HUMAN,staurosporine,5.511761663,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,sunitinib,5.511130716,0
AURKA,ENSP00000216911,AURKA_HUMAN,bosutinib,5.511101844,0
NTRK1,ENSP00000431418,NTRK1_HUMAN,linifanib,5.508638306,0
EPHB6,ENSP00000481994,EPHB6_HUMAN,ruxolitinib,5.508638306,0
SLK,ENSP00000358770,SLK_HUMAN,enzastaurin,5.508638306,0
EIF2AK1,ENSP00000199389,E2AK1_HUMAN,cediranib,5.508638306,0
BMPR2,ENSP00000363708,BMPR2_HUMAN,dovitinib,5.508638306,0
MAP2K5,ENSP00000178640,MP2K5_HUMAN,brivanib,5.508638306,0
MAPK4,ENSP00000383234,MK04_HUMAN,gefitinib,5.508638306,0
DAPK3,ENSP00000442973,DAPK3_HUMAN,foretinib,5.508638306,0
LRRK2,ENSP00000298910,LRRK2_HUMAN,alvocidib,5.508186856,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,staurosporine,5.507910623,0
MINK1,ENSP00000347427,MINK1_HUMAN,crizotinib,5.507544335,0
CAMK2D,ENSP00000339740,KCC2D_HUMAN,cediranib,5.504530817000001,0
CAMK2B,ENSP00000379098,KCC2B_HUMAN,bosutinib,5.503684892000001,0
ITK,ENSP00000398655,ITK_HUMAN,crizotinib,5.5032654339999985,0
CLK3,ENSP00000378505,CLK3_HUMAN,cediranib,5.50281833,0
MAPK10,ENSP00000352157,MK10_HUMAN,imatinib,5.500841635,0
RIOK2,ENSP00000283109,RIOK2_HUMAN,torin1,5.500602351,0
PDGFRB,ENSP00000261799,PGFRB_HUMAN,torin1,5.500602351,0
AURKB,ENSP00000313950,AURKB_HUMAN,vemurafenib,5.500602351,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,crizotinib,5.500602351,0
LIMK2,ENSP00000339916,LIMK2_HUMAN,vemurafenib,5.500602351,0
SIK1,ENSP00000270162,SIK1_HUMAN,crizotinib,5.500602351,0
CDK13,ENSP00000181839,CDK13_HUMAN,crizotinib,5.500602351,0
CSF1R,ENSP00000286301,CSF1R_HUMAN,torin1,5.500602351,0
MYLK3,ENSP00000378288,MYLK3_HUMAN,vemurafenib,5.500602351,0
AXL,ENSP00000301178,UFO_HUMAN,dasatinib,5.4996873,0
FER,ENSP00000281092,FER_HUMAN,linifanib,5.499485002,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,cediranib,5.4989700039999985,0
AURKB,ENSP00000313950,AURKB_HUMAN,ruxolitinib,5.4989700039999985,0
DYRK1B,ENSP00000469863,DYR1B_HUMAN,ruxolitinib,5.4989700039999985,0
MATK,ENSP00000378485,MATK_HUMAN,gefitinib,5.498899288,0
EPHA7,ENSP00000358309,EPHA7_HUMAN,nilotinib,5.498626647,0
WNK3,ENSP00000346667,WNK3_HUMAN,staurosporine,5.497526606,0
TTK,ENSP00000358813,TTK_HUMAN,torin1,5.495881562,0
INSRR,ENSP00000357178,INSRR_HUMAN,dovitinib,5.495571125,0
HIPK3,ENSP00000304226,HIPK3_HUMAN,barasertib,5.495460171,0
ABL1,ENSP00000361423,ABL1_HUMAN,gefitinib,5.4952497870000006,0
STK33,ENSP00000416750,STK33_HUMAN,brivanib,5.4948500220000005,0
CAMK4,ENSP00000282356,KCC4_HUMAN,alvocidib,5.4948500220000005,0
EPHB6,ENSP00000481994,EPHB6_HUMAN,gefitinib,5.4948500220000005,0
PRKCQ,ENSP00000263125,KPCT_HUMAN,dovitinib,5.4948500220000005,0
VRK2,ENSP00000408002,VRK2_HUMAN,dasatinib,5.4948500220000005,0
CIT,ENSP00000376306,CTRO_HUMAN,foretinib,5.4948500220000005,0
MAP4K3,ENSP00000263881,M4K3_HUMAN,linifanib,5.4948500220000005,0
IRAK4,ENSP00000390651,IRAK4_HUMAN,tozasertib,5.494078677999999,0
EPHB1,ENSP00000381097,EPHB1_HUMAN,alvocidib,5.493828687000001,0
IKBKB,ENSP00000430684,IKKB_HUMAN,gefitinib,5.492718075,0
AURKA,ENSP00000216911,AURKA_HUMAN,fascaplysin,5.491885515,0
NEK1,ENSP00000424757,NEK1_HUMAN,tozasertib,5.490376505,0
MYLK,ENSP00000353452,MYLK_HUMAN,saracatinib,5.49034952,0
IGF1R,ENSP00000268035,IGF1R_HUMAN,saracatinib,5.49034952,0
MAPK8,ENSP00000378974,MK08_HUMAN,saracatinib,5.49034952,0
MAP2K1,ENSP00000302486,MP2K1_HUMAN,saracatinib,5.49034952,0
MAP4K4,ENSP00000343658,M4K4_HUMAN,cediranib,5.48994738,0
MINK1,ENSP00000347427,MINK1_HUMAN,tozasertib,5.489537173,0
EPHA4,ENSP00000281821,EPHA4_HUMAN,sorafenib,5.489318032000001,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,cediranib,5.488263988,0
CLK4,ENSP00000316948,CLK4_HUMAN,imatinib,5.487824507000001,0
DMPK,ENSP00000345997,DMPK_HUMAN,dasatinib,5.487052224,0
FGR,ENSP00000363117,FGR_HUMAN,imatinib,5.484209121,0
ACVRL1,ENSP00000373574,ACVL1_HUMAN,alvocidib,5.483288122,0
STK38,ENSP00000229812,STK38_HUMAN,dovitinib,5.481963736,0
CSNK2A1,ENSP00000217244,CSK21_HUMAN,sunitinib,5.481872747000001,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,ruxolitinib,5.48148606,0
AXL,ENSP00000301178,UFO_HUMAN,enzastaurin,5.48148606,0
CSNK2A2,ENSP00000262506,CSK22_HUMAN,ruxolitinib,5.48148606,0
PDGFRB,ENSP00000261799,PGFRB_HUMAN,enzastaurin,5.48148606,0
CDK7,ENSP00000256443,CDK7_HUMAN,ruxolitinib,5.48148606,0
CDC42BPB,ENSP00000355237,MRCKB_HUMAN,alvocidib,5.48148606,0
EGFR,ENSP00000275493,EGFR_HUMAN,nilotinib,5.47880697,0
MAP3K3,ENSP00000354927,M3K3_HUMAN,cediranib,5.4787715389999985,0
EPHA1,ENSP00000275815,EPHA1_HUMAN,sorafenib,5.47785382,0
PTK2B,ENSP00000380638,FAK2_HUMAN,tozasertib,5.477156775,0
CDKL5,ENSP00000369325,CDKL5_HUMAN,crizotinib,5.477121255,0
NLK,ENSP00000384625,NLK_HUMAN,torin1,5.477121255,0
MINK1,ENSP00000347427,MINK1_HUMAN,barasertib,5.477121255,0
NEK4,ENSP00000233027,NEK4_HUMAN,crizotinib,5.477121255,0
PRKD1,ENSP00000333568,KPCD1_HUMAN,dovitinib,5.476821052000001,0
PRKCZ,ENSP00000367830,KPCZ_HUMAN,cediranib,5.476708907999999,0
FLT3,ENSP00000241453,FLT3_HUMAN,torin2,5.476225801,0
PIM3,ENSP00000353824,PIM3_HUMAN,gefitinib,5.476182359,0
MAP3K4,ENSP00000375986,M3K4_HUMAN,tozasertib,5.475512127999999,0
PRKCG,ENSP00000263431,KPCG_HUMAN,cediranib,5.474827929,0
PRKCZ,ENSP00000367830,KPCZ_HUMAN,nilotinib,5.474752765,0
SYK,ENSP00000364907,KSYK_HUMAN,sunitinib,5.473693196,0
CSNK1A1,ENSP00000421689,KC1A_HUMAN,ruxolitinib,5.47184875,0
FLT1,ENSP00000282397,VGFR1_HUMAN,crizotinib,5.471454474,0
ULK3,ENSP00000400312,ULK3_HUMAN,erlotinib,5.470989075,0
PRKCH,ENSP00000329127,KPCL_HUMAN,fascaplysin,5.470067505,0
STK33,ENSP00000416750,STK33_HUMAN,nilotinib,5.46990504,0
MINK1,ENSP00000347427,MINK1_HUMAN,erlotinib,5.4696967,0
PRKD2,ENSP00000393978,KPCD2_HUMAN,dovitinib,5.4693536310000015,0
AURKC,ENSP00000302898,AURKC_HUMAN,nilotinib,5.468693608,0
CDC42BPG,ENSP00000345133,MRCKG_HUMAN,erlotinib,5.468521083,0
TNK1,ENSP00000459799,TNK1_HUMAN,enzastaurin,5.468521083,0
CDKL2,ENSP00000412365,CDKL2_HUMAN,enzastaurin,5.468521083,0
AKT2,ENSP00000375892,AKT2_HUMAN,axitinib,5.468317612000001,0
PAK3,ENSP00000353864,PAK3_HUMAN,dovitinib,5.467704717,0
FRK,ENSP00000476145,FRK_HUMAN,gefitinib,5.467286689,0
NEK11,ENSP00000372857,NEK11_HUMAN,fascaplysin,5.466951626,0
SRC,ENSP00000362680,SRC_HUMAN,gefitinib,5.4667570020000005,0
MET,ENSP00000317272,MET_HUMAN,fascaplysin,5.465697183,0
BMX,ENSP00000350224,BMX_HUMAN,dovitinib,5.46535949,0
STK17A,ENSP00000319192,ST17A_HUMAN,gefitinib,5.465164047999999,0
PRKD3,ENSP00000368356,KPCD3_HUMAN,gefitinib,5.4643146520000005,0
RET,ENSP00000347942,RET_HUMAN,imatinib,5.464053074,0
PRKCA,ENSP00000408695,KPCA_HUMAN,cediranib,5.463463893999998,0
LTK,ENSP00000263800,LTK_HUMAN,tozasertib,5.463410965,0
TNK2,ENSP00000371341,ACK1_HUMAN,tozasertib,5.462885829,0
STK36,ENSP00000295709,STK36_HUMAN,sorafenib,5.462196274,0
PKN1,ENSP00000343325,PKN1_HUMAN,sunitinib,5.4605359170000005,0
DYRK1A,ENSP00000381932,DYR1A_HUMAN,cediranib,5.460411548,0
MAP2K3,ENSP00000345083,MP2K3_HUMAN,alvocidib,5.460409377,0
SIK1,ENSP00000270162,SIK1_HUMAN,axitinib,5.459206578,0
MAPK14,ENSP00000229795,MK14_HUMAN,gefitinib,5.458100797,0
DMPK,ENSP00000345997,DMPK_HUMAN,ruxolitinib,5.4559319560000015,0
AXL,ENSP00000301178,UFO_HUMAN,alvocidib,5.4559319560000015,0
BRAF,ENSP00000288602,BRAF_HUMAN,foretinib,5.4559319560000015,0
MINK1,ENSP00000347427,MINK1_HUMAN,enzastaurin,5.4559319560000015,0
EPHA3,ENSP00000337451,EPHA3_HUMAN,linifanib,5.4559319560000015,0
STK17B,ENSP00000263955,ST17B_HUMAN,ruxolitinib,5.4559319560000015,0
PHKG1,ENSP00000445440,PHKG1_HUMAN,gefitinib,5.455222953,0
AKT2,ENSP00000375892,AKT2_HUMAN,fascaplysin,5.454705945,0
STK33,ENSP00000416750,STK33_HUMAN,crizotinib,5.454258372000001,0
TLK2,ENSP00000316512,TLK2_HUMAN,bosutinib,5.454220065,0
LYN,ENSP00000428924,LYN_HUMAN,sorafenib,5.454032528,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,tozasertib,5.453834999,0
STK35,ENSP00000370891,STK35_HUMAN,sorafenib,5.453567112000001,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,cediranib,5.45263779,0
TSSK2,ENSP00000382544,TSSK2_HUMAN,erlotinib,5.450649679,0
STK38,ENSP00000229812,STK38_HUMAN,cediranib,5.450584204,0
CAMK1D,ENSP00000478874,KCC1D_HUMAN,nilotinib,5.449936954,0
VRK1,ENSP00000216639,VRK1_HUMAN,staurosporine,5.449612348,0
FYN,ENSP00000346671,FYN_HUMAN,imatinib,5.448797495,0
NEK1,ENSP00000424757,NEK1_HUMAN,lapatinib,5.447924979,0
FER,ENSP00000281092,FER_HUMAN,tivozanib,5.447291702,0
IKBKB,ENSP00000430684,IKKB_HUMAN,vandetanib,5.4470091510000005,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,axitinib,5.446037064,0
MERTK,ENSP00000295408,MERTK_HUMAN,tozasertib,5.445457575,0
IKBKB,ENSP00000430684,IKKB_HUMAN,dovitinib,5.445078649,0
ANKK1,ENSP00000306678,ANKK1_HUMAN,axitinib,5.443697499,0
DCLK2,ENSP00000303887,DCLK2_HUMAN,tozasertib,5.443697499,0
BMX,ENSP00000350224,BMX_HUMAN,crizotinib,5.443697499,0
NTRK3,ENSP00000354207,NTRK3_HUMAN,vandetanib,5.443348624,0
TLK2,ENSP00000316512,TLK2_HUMAN,nilotinib,5.443201115,0
GRK7,ENSP00000264952,GRK7_HUMAN,dovitinib,5.442698295,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,tozasertib,5.442371285,0
MERTK,ENSP00000295408,MERTK_HUMAN,fascaplysin,5.442087875,0
LCK,ENSP00000337825,LCK_HUMAN,axitinib,5.441861317000001,0
ROCK2,ENSP00000317985,ROCK2_HUMAN,dovitinib,5.441396096,0
EPHB3,ENSP00000332118,EPHB3_HUMAN,imatinib,5.441195773,0
AXL,ENSP00000301178,UFO_HUMAN,sorafenib,5.440710159,0
TXK,ENSP00000264316,TXK_HUMAN,axitinib,5.4398759289999985,0
EPHA4,ENSP00000281821,EPHA4_HUMAN,tozasertib,5.439554123,0
PHKG1,ENSP00000445440,PHKG1_HUMAN,alvocidib,5.438384879,0
MST1R,ENSP00000296474,RON_HUMAN,barasertib,5.43804563,0
PDGFRA,ENSP00000257290,PGFRA_HUMAN,erlotinib,5.437675897,0
CLK1,ENSP00000394734,CLK1_HUMAN,dovitinib,5.43741365,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,torin1,5.436899414,0
NTRK3,ENSP00000354207,NTRK3_HUMAN,cediranib,5.436112955,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,cediranib,5.433745544,0
STK17B,ENSP00000263955,ST17B_HUMAN,alvocidib,5.433730656,0
CSF1R,ENSP00000286301,CSF1R_HUMAN,tozasertib,5.433045783,0
MAPK10,ENSP00000352157,MK10_HUMAN,fascaplysin,5.432996421,0
TSSK1B,ENSP00000375081,TSSK1_HUMAN,axitinib,5.432936344,0
WNK3,ENSP00000346667,WNK3_HUMAN,dasatinib,5.432856377999999,0
PLK1,ENSP00000300093,PLK1_HUMAN,bosutinib,5.432736847,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,cediranib,5.432468618,0
STK38L,ENSP00000373684,ST38L_HUMAN,cediranib,5.432468618,0
NUAK1,ENSP00000261402,NUAK1_HUMAN,cediranib,5.432468618,0
PRKCI,ENSP00000295797,KPCI_HUMAN,vandetanib,5.432467909,0
NEK6,ENSP00000362702,NEK6_HUMAN,crizotinib,5.431959096,0
ACVR2B,ENSP00000340361,AVR2B_HUMAN,vemurafenib,5.431959096,0
IRAK3,ENSP00000261233,IRAK3_HUMAN,torin1,5.431959096,0
LIMK1,ENSP00000336740,LIMK1_HUMAN,vemurafenib,5.431959096,0
TESK1,ENSP00000481045,TESK1_HUMAN,vandetanib,5.431798276,0
TAOK1,ENSP00000261716,TAOK1_HUMAN,foretinib,5.431798276,0
DYRK2,ENSP00000342105,DYRK2_HUMAN,ruxolitinib,5.431798276,0
BMPR1A,ENSP00000361107,BMR1A_HUMAN,staurosporine,5.431798276,0
ABL1,ENSP00000361423,ABL1_HUMAN,ruxolitinib,5.431798276,0
MAP3K7,ENSP00000358335,M3K7_HUMAN,dasatinib,5.431798276,0
RPS6KB1,ENSP00000225577,KS6B1_HUMAN,alvocidib,5.431798276,0
CHUK,ENSP00000359424,IKKA_HUMAN,sunitinib,5.430415474,0
EPHB4,ENSP00000350896,EPHB4_HUMAN,dovitinib,5.42952044,0
NEK3,ENSP00000484443,NEK3_HUMAN,dovitinib,5.42941905,0
CSK,ENSP00000220003,CSK_HUMAN,tivozanib,5.429335424,0
CDC42BPB,ENSP00000355237,MRCKB_HUMAN,bosutinib,5.428602115,0
MAP2K2,ENSP00000262948,MP2K2_HUMAN,axitinib,5.42828856,0
PTK6,ENSP00000442460,PTK6_HUMAN,sunitinib,5.428005532999999,0
EPHB2,ENSP00000363763,EPHB2_HUMAN,linifanib,5.426935982000001,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,alvocidib,5.426935982000001,0
ALK,ENSP00000373700,ALK_HUMAN,tozasertib,5.426398619,0
NEK1,ENSP00000424757,NEK1_HUMAN,erlotinib,5.425809369,0
AXL,ENSP00000301178,UFO_HUMAN,erlotinib,5.425681032000001,0
TEC,ENSP00000370912,TEC_HUMAN,nilotinib,5.425397716,0
CLK2,ENSP00000357345,CLK2_HUMAN,dasatinib,5.424933047000001,0
NUAK2,ENSP00000356125,NUAK2_HUMAN,erlotinib,5.423587928,0
FGFR4,ENSP00000292408,FGFR4_HUMAN,tivozanib,5.423442522999999,0
MAP3K9,ENSP00000451263,M3K9_HUMAN,dovitinib,5.422564897999999,0
ABL2,ENSP00000427562,ABL2_HUMAN,gefitinib,5.421780991,0
CDK2,ENSP00000266970,CDK2_HUMAN,axitinib,5.420958373,0
MAP4K4,ENSP00000343658,M4K4_HUMAN,tozasertib,5.420868914,0
STK33,ENSP00000416750,STK33_HUMAN,linifanib,5.420216403,0
FLT4,ENSP00000261937,VGFR3_HUMAN,enzastaurin,5.420216403,0
RIOK3,ENSP00000341874,RIOK3_HUMAN,sunitinib,5.420216403,0
DDR2,ENSP00000356899,DDR2_HUMAN,linifanib,5.420216403,0
SRPK3,ENSP00000359119,SRPK3_HUMAN,crizotinib,5.419756907000001,0
EPHA1,ENSP00000275815,EPHA1_HUMAN,gefitinib,5.418800437000001,0
TEK,ENSP00000369375,TIE2_HUMAN,sorafenib,5.418646801,0
CSNK2A2,ENSP00000262506,CSK22_HUMAN,axitinib,5.417560332000001,0
EPHA6,ENSP00000374323,EPHA6_HUMAN,tozasertib,5.417366232999999,0
IGF1R,ENSP00000268035,IGF1R_HUMAN,nilotinib,5.417296365,0
FLT1,ENSP00000282397,VGFR1_HUMAN,erlotinib,5.416688537000001,0
BMPR1A,ENSP00000361107,BMR1A_HUMAN,cediranib,5.4158871820000005,0
FGFR1,ENSP00000393312,FGFR1_HUMAN,dasatinib,5.415458216,0
IKBKB,ENSP00000430684,IKKB_HUMAN,tozasertib,5.414899874,0
MARK1,ENSP00000483424,MARK1_HUMAN,imatinib,5.41461092,0
CAMK2A,ENSP00000381412,KCC2A_HUMAN,alvocidib,5.413901932000001,0
CDC42BPA,ENSP00000355731,MRCKA_HUMAN,nilotinib,5.413501687999999,0
WEE1,ENSP00000402084,WEE1_HUMAN,dasatinib,5.412864904,0
EPHA5,ENSP00000480763,EPHA5_HUMAN,linifanib,5.41195437,0
AXL,ENSP00000301178,UFO_HUMAN,gefitinib,5.411392867999999,0
MAPK14,ENSP00000229795,MK14_HUMAN,bosutinib,5.410776032,0
TXK,ENSP00000264316,TXK_HUMAN,dovitinib,5.410755177,0
PRKG1,ENSP00000363092,KGP1_HUMAN,dovitinib,5.410302594,0
ACVR1,ENSP00000263640,ACVR1_HUMAN,torin1,5.410174465,0
BMPR2,ENSP00000363708,BMPR2_HUMAN,crizotinib,5.410174465,0
DSTYK,ENSP00000356130,DUSTY_HUMAN,torin1,5.410174465,0
CLK1,ENSP00000394734,CLK1_HUMAN,cediranib,5.410117557,0
PRKCA,ENSP00000408695,KPCA_HUMAN,erlotinib,5.409209337999999,0
NEK9,ENSP00000238616,NEK9_HUMAN,dovitinib,5.409080596,0
RAF1,ENSP00000251849,RAF1_HUMAN,nilotinib,5.408935392999999,0
STK32B,ENSP00000282908,ST32B_HUMAN,brivanib,5.408935392999999,0
INSRR,ENSP00000357178,INSRR_HUMAN,linifanib,5.408935392999999,0
MAPK10,ENSP00000352157,MK10_HUMAN,foretinib,5.408935392999999,0
SIK3,ENSP00000364449,SIK3_HUMAN,vandetanib,5.408935392999999,0
PRKD2,ENSP00000393978,KPCD2_HUMAN,nilotinib,5.407247634,0
MARK2,ENSP00000385751,MARK2_HUMAN,tozasertib,5.405984003,0
TESK1,ENSP00000481045,TESK1_HUMAN,tozasertib,5.405784317,0
CSNK1D,ENSP00000324464,KC1D_HUMAN,dovitinib,5.405550255,0
MAP4K4,ENSP00000343658,M4K4_HUMAN,sorafenib,5.402865565,0
EPHA2,ENSP00000351209,EPHA2_HUMAN,alvocidib,5.401373327999999,0
BRSK1,ENSP00000310649,BRSK1_HUMAN,tivozanib,5.400395307999999,0
TBK1,ENSP00000329967,TBK1_HUMAN,axitinib,5.399603011,0
INSR,ENSP00000303830,INSR_HUMAN,linifanib,5.3994850020000005,0
